
extDB3: https://bitbucket.org/torndeco/extdb3/wiki/Home
extDB3: Version: 1.031
extDB3: Windows Version
Message: All development for extDB3 is done on a Linux Dedicated Server
Message: If you would like to Donate to extDB3 Development
Message: https://www.paypal.com/cgi-bin/webscr?cmd=_s-xclick&hosted_button_id=2SUEFTGABTAM2
Message: Also leave a message if there is any particular feature you would like to see added.
Message: Thanks for all the people that have donated.
Message: Torndeco: 18/05/15


extDB3: Found extdb3-conf.ini
extDB3: Detected 8 Cores, Setting up 6 Worker Threads
extDB3: ...
extDB3: ...
extDB3: ...
extDB3: ...
extDB3: ...
extDB3: ...


[16:00:56:147754 +02:00] [Thread 6408] extDB3: MariaDBConnectorException: altislife: Access denied for user 'root'@'localhost' (using password: YES)
[16:01:42:536070 +02:00] [Thread 6408] extDB3: Error Unknown Protocol: 6648  Input String: 2:6648:SELECT exp_level, exp_total, exp_perkPoints, exp_perks FROM players WHERE pid = '76561198059278111'
[16:05:55:663292 +02:00] [Thread 6408] extDB3: Error Unknown Protocol: 6648  Input String: 2:6648:SELECT exp_level, exp_total, exp_perkPoints, exp_perks FROM players WHERE pid = '76561198293272857'
[16:05:56:793340 +02:00] [Thread 6408] extDB3: Error Unknown Protocol: 6648  Input String: 2:6648:SELECT exp_level, exp_total, exp_perkPoints, exp_perks FROM players WHERE pid = '76561198059278111'
[16:05:57:228418 +02:00] [Thread 6408] extDB3: Error Unknown Protocol: 6648  Input String: 2:6648:SELECT exp_level, exp_total, exp_perkPoints, exp_perks FROM players WHERE pid = '76561198065123986'
[16:05:57:666568 +02:00] [Thread 6408] extDB3: Error Unknown Protocol: 6648  Input String: 2:6648:SELECT exp_level, exp_total, exp_perkPoints, exp_perks FROM players WHERE pid = '76561198145771194'
[16:05:58:105797 +02:00] [Thread 6408] extDB3: Error Unknown Protocol: 6648  Input String: 2:6648:SELECT exp_level, exp_total, exp_perkPoints, exp_perks FROM players WHERE pid = '76561198134146035'
[16:05:58:652278 +02:00] [Thread 6408] extDB3: Error Unknown Protocol: 6648  Input String: 2:6648:SELECT exp_level, exp_total, exp_perkPoints, exp_perks FROM players WHERE pid = '76561198328429289'
[16:05:58:914988 +02:00] [Thread 6408] extDB3: Error Unknown Protocol: 6648  Input String: 2:6648:SELECT exp_level, exp_total, exp_perkPoints, exp_perks FROM players WHERE pid = '76561198034676288'
[16:05:59:047253 +02:00] [Thread 6408] extDB3: Error Unknown Protocol: 6648  Input String: 2:6648:SELECT exp_level, exp_total, exp_perkPoints, exp_perks FROM players WHERE pid = '76561198130359436'
[16:05:59:545611 +02:00] [Thread 6408] extDB3: Error Unknown Protocol: 6648  Input String: 2:6648:SELECT exp_level, exp_total, exp_perkPoints, exp_perks FROM players WHERE pid = '76561198264034747'
[16:06:00:200322 +02:00] [Thread 6408] extDB3: Error Unknown Protocol: 6648  Input String: 2:6648:SELECT exp_level, exp_total, exp_perkPoints, exp_perks FROM players WHERE pid = '76561198345690598'
[16:06:00:652570 +02:00] [Thread 6408] extDB3: Error Unknown Protocol: 6648  Input String: 2:6648:SELECT exp_level, exp_total, exp_perkPoints, exp_perks FROM players WHERE pid = '76561198293272857'
[16:06:00:680050 +02:00] [Thread 6408] extDB3: Error Unknown Protocol: 6648  Input String: 2:6648:SELECT exp_level, exp_total, exp_perkPoints, exp_perks FROM players WHERE pid = '76561198038314655'
[16:06:00:717630 +02:00] [Thread 6408] extDB3: Error Unknown Protocol: 6648  Input String: 2:6648:SELECT exp_level, exp_total, exp_perkPoints, exp_perks FROM players WHERE pid = '76561198144047491'
[16:06:01:884810 +02:00] [Thread 6408] extDB3: Error Unknown Protocol: 6648  Input String: 2:6648:SELECT exp_level, exp_total, exp_perkPoints, exp_perks FROM players WHERE pid = '76561198059278111'
[16:06:02:244230 +02:00] [Thread 6408] extDB3: Error Unknown Protocol: 6648  Input String: 2:6648:SELECT exp_level, exp_total, exp_perkPoints, exp_perks FROM players WHERE pid = '76561198328429289'
[16:06:02:317958 +02:00] [Thread 6408] extDB3: Error Unknown Protocol: 6648  Input String: 2:6648:SELECT exp_level, exp_total, exp_perkPoints, exp_perks FROM players WHERE pid = '76561198065123986'
[16:06:02:689017 +02:00] [Thread 6408] extDB3: Error Unknown Protocol: 6648  Input String: 2:6648:SELECT exp_level, exp_total, exp_perkPoints, exp_perks FROM players WHERE pid = '76561198145771194'
[16:06:03:086048 +02:00] [Thread 6408] extDB3: Error Unknown Protocol: 6648  Input String: 2:6648:SELECT exp_level, exp_total, exp_perkPoints, exp_perks FROM players WHERE pid = '76561198134146035'
[16:06:03:916230 +02:00] [Thread 6408] extDB3: Error Unknown Protocol: 6648  Input String: 2:6648:SELECT exp_level, exp_total, exp_perkPoints, exp_perks FROM players WHERE pid = '76561198034676288'
[16:06:04:025554 +02:00] [Thread 6408] extDB3: Error Unknown Protocol: 6648  Input String: 2:6648:SELECT exp_level, exp_total, exp_perkPoints, exp_perks FROM players WHERE pid = '76561198130359436'
[16:06:04:543934 +02:00] [Thread 6408] extDB3: Error Unknown Protocol: 6648  Input String: 2:6648:SELECT exp_level, exp_total, exp_perkPoints, exp_perks FROM players WHERE pid = '76561198264034747'
[16:06:05:227719 +02:00] [Thread 6408] extDB3: Error Unknown Protocol: 6648  Input String: 2:6648:SELECT exp_level, exp_total, exp_perkPoints, exp_perks FROM players WHERE pid = '76561198345690598'
[16:06:05:248733 +02:00] [Thread 6408] extDB3: Error Unknown Protocol: 6648  Input String: 2:6648:SELECT exp_level, exp_total, exp_perkPoints, exp_perks FROM players WHERE pid = '76561198092419807'
[16:06:05:638823 +02:00] [Thread 6408] extDB3: Error Unknown Protocol: 6648  Input String: 2:6648:SELECT exp_level, exp_total, exp_perkPoints, exp_perks FROM players WHERE pid = '76561198293272857'
[16:06:05:727024 +02:00] [Thread 6408] extDB3: Error Unknown Protocol: 6648  Input String: 2:6648:SELECT exp_level, exp_total, exp_perkPoints, exp_perks FROM players WHERE pid = '76561198144047491'
[16:06:05:727197 +02:00] [Thread 6408] extDB3: Error Unknown Protocol: 6648  Input String: 2:6648:SELECT exp_level, exp_total, exp_perkPoints, exp_perks FROM players WHERE pid = '76561198038314655'
[16:06:05:836281 +02:00] [Thread 6408] extDB3: Error Unknown Protocol: 6648  Input String: 2:6648:SELECT exp_level, exp_total, exp_perkPoints, exp_perks FROM players WHERE pid = '76561198092419807'
[16:06:06:957313 +02:00] [Thread 6408] extDB3: Error Unknown Protocol: 6648  Input String: 2:6648:SELECT exp_level, exp_total, exp_perkPoints, exp_perks FROM players WHERE pid = '76561198059278111'
[16:06:07:286231 +02:00] [Thread 6408] extDB3: Error Unknown Protocol: 6648  Input String: 2:6648:SELECT exp_level, exp_total, exp_perkPoints, exp_perks FROM players WHERE pid = '76561198065123986'
[16:06:07:717345 +02:00] [Thread 6408] extDB3: Error Unknown Protocol: 6648  Input String: 2:6648:SELECT exp_level, exp_total, exp_perkPoints, exp_perks FROM players WHERE pid = '76561198145771194'
[16:06:08:024162 +02:00] [Thread 6408] extDB3: Error Unknown Protocol: 6648  Input String: 2:6648:SELECT exp_level, exp_total, exp_perkPoints, exp_perks FROM players WHERE pid = '76561198134146035'
[16:06:08:934821 +02:00] [Thread 6408] extDB3: Error Unknown Protocol: 6648  Input String: 2:6648:SELECT exp_level, exp_total, exp_perkPoints, exp_perks FROM players WHERE pid = '76561198034676288'
[16:06:09:069020 +02:00] [Thread 6408] extDB3: Error Unknown Protocol: 6648  Input String: 2:6648:SELECT exp_level, exp_total, exp_perkPoints, exp_perks FROM players WHERE pid = '76561198130359436'
[16:06:09:537229 +02:00] [Thread 6408] extDB3: Error Unknown Protocol: 6648  Input String: 2:6648:SELECT exp_level, exp_total, exp_perkPoints, exp_perks FROM players WHERE pid = '76561198264034747'
[16:06:10:253002 +02:00] [Thread 6408] extDB3: Error Unknown Protocol: 6648  Input String: 2:6648:SELECT exp_level, exp_total, exp_perkPoints, exp_perks FROM players WHERE pid = '76561198345690598'
[16:06:10:428561 +02:00] [Thread 6408] extDB3: Error Unknown Protocol: 6648  Input String: 2:6648:SELECT exp_level, exp_total, exp_perkPoints, exp_perks FROM players WHERE pid = '76561198152382123'
[16:06:10:645274 +02:00] [Thread 6408] extDB3: Error Unknown Protocol: 6648  Input String: 2:6648:SELECT exp_level, exp_total, exp_perkPoints, exp_perks FROM players WHERE pid = '76561198293272857'
[16:06:10:710263 +02:00] [Thread 6408] extDB3: Error Unknown Protocol: 6648  Input String: 2:6648:SELECT exp_level, exp_total, exp_perkPoints, exp_perks FROM players WHERE pid = '76561198144047491'
[16:06:10:754466 +02:00] [Thread 6408] extDB3: Error Unknown Protocol: 6648  Input String: 2:6648:SELECT exp_level, exp_total, exp_perkPoints, exp_perks FROM players WHERE pid = '76561198038314655'
[16:06:10:905848 +02:00] [Thread 6408] extDB3: Error Unknown Protocol: 6648  Input String: 2:6648:SELECT exp_level, exp_total, exp_perkPoints, exp_perks FROM players WHERE pid = '76561198152382123'
[16:06:11:561502 +02:00] [Thread 6408] extDB3: Error Unknown Protocol: 6648  Input String: 2:6648:SELECT exp_level, exp_total, exp_perkPoints, exp_perks FROM players WHERE pid = '76561198147191571'
[16:06:11:665801 +02:00] [Thread 6408] extDB3: Error Unknown Protocol: 6648  Input String: 2:6648:SELECT exp_level, exp_total, exp_perkPoints, exp_perks FROM players WHERE pid = '76561198328429289'
[16:06:12:016819 +02:00] [Thread 6408] extDB3: Error Unknown Protocol: 6648  Input String: 2:6648:SELECT exp_level, exp_total, exp_perkPoints, exp_perks FROM players WHERE pid = '76561198059278111'
[16:06:12:215336 +02:00] [Thread 6408] extDB3: Error Unknown Protocol: 6648  Input String: 2:6648:SELECT exp_level, exp_total, exp_perkPoints, exp_perks FROM players WHERE pid = '76561198092419807'
[16:06:12:259447 +02:00] [Thread 6408] extDB3: Error Unknown Protocol: 6648  Input String: 2:6648:SELECT exp_level, exp_total, exp_perkPoints, exp_perks FROM players WHERE pid = '76561198147191571'
[16:06:12:412783 +02:00] [Thread 6408] extDB3: Error Unknown Protocol: 6648  Input String: 2:6648:SELECT exp_level, exp_total, exp_perkPoints, exp_perks FROM players WHERE pid = '76561198065123986'
[16:06:12:738697 +02:00] [Thread 6408] extDB3: Error Unknown Protocol: 6648  Input String: 2:6648:SELECT exp_level, exp_total, exp_perkPoints, exp_perks FROM players WHERE pid = '76561198145771194'
[16:06:13:000333 +02:00] [Thread 6408] extDB3: Error Unknown Protocol: 6648  Input String: 2:6648:SELECT exp_level, exp_total, exp_perkPoints, exp_perks FROM players WHERE pid = '76561198134146035'
[16:06:14:005054 +02:00] [Thread 6408] extDB3: Error Unknown Protocol: 6648  Input String: 2:6648:SELECT exp_level, exp_total, exp_perkPoints, exp_perks FROM players WHERE pid = '76561198130359436'
[16:06:14:049190 +02:00] [Thread 6408] extDB3: Error Unknown Protocol: 6648  Input String: 2:6648:SELECT exp_level, exp_total, exp_perkPoints, exp_perks FROM players WHERE pid = '76561198034676288'
[16:06:14:532436 +02:00] [Thread 6408] extDB3: Error Unknown Protocol: 6648  Input String: 2:6648:SELECT exp_level, exp_total, exp_perkPoints, exp_perks FROM players WHERE pid = '76561198264034747'
[16:06:15:284489 +02:00] [Thread 6408] extDB3: Error Unknown Protocol: 6648  Input String: 2:6648:SELECT exp_level, exp_total, exp_perkPoints, exp_perks FROM players WHERE pid = '76561198345690598'
[16:06:15:652409 +02:00] [Thread 6408] extDB3: Error Unknown Protocol: 6648  Input String: 2:6648:SELECT exp_level, exp_total, exp_perkPoints, exp_perks FROM players WHERE pid = '76561198293272857'
[16:06:15:761757 +02:00] [Thread 6408] extDB3: Error Unknown Protocol: 6648  Input String: 2:6648:SELECT exp_level, exp_total, exp_perkPoints, exp_perks FROM players WHERE pid = '76561198144047491'
[16:06:15:782756 +02:00] [Thread 6408] extDB3: Error Unknown Protocol: 6648  Input String: 2:6648:SELECT exp_level, exp_total, exp_perkPoints, exp_perks FROM players WHERE pid = '76561198038314655'
[16:06:16:430472 +02:00] [Thread 6408] extDB3: Error Unknown Protocol: 6648  Input String: 2:6648:SELECT exp_level, exp_total, exp_perkPoints, exp_perks FROM players WHERE pid = '76561198152382123'
[16:06:17:084270 +02:00] [Thread 6408] extDB3: Error Unknown Protocol: 6648  Input String: 2:6648:SELECT exp_level, exp_total, exp_perkPoints, exp_perks FROM players WHERE pid = '76561198059278111'
[16:06:17:414142 +02:00] [Thread 6408] extDB3: Error Unknown Protocol: 6648  Input String: 2:6648:SELECT exp_level, exp_total, exp_perkPoints, exp_perks FROM players WHERE pid = '76561198065123986'
[16:06:17:677874 +02:00] [Thread 6408] extDB3: Error Unknown Protocol: 6648  Input String: 2:6648:SELECT exp_level, exp_total, exp_perkPoints, exp_perks FROM players WHERE pid = '76561198092419807'
[16:06:17:744020 +02:00] [Thread 6408] extDB3: Error Unknown Protocol: 6648  Input String: 2:6648:SELECT exp_level, exp_total, exp_perkPoints, exp_perks FROM players WHERE pid = '76561198145771194'
[16:06:17:744146 +02:00] [Thread 6408] extDB3: Error Unknown Protocol: 6648  Input String: 2:6648:SELECT exp_level, exp_total, exp_perkPoints, exp_perks FROM players WHERE pid = '76561198147191571'
[16:06:17:923511 +02:00] [Thread 6408] extDB3: Error Unknown Protocol: 6648  Input String: 2:6648:SELECT exp_level, exp_total, exp_perkPoints, exp_perks FROM players WHERE pid = '76561198134146035'
[16:06:19:048498 +02:00] [Thread 6408] extDB3: Error Unknown Protocol: 6648  Input String: 2:6648:SELECT exp_level, exp_total, exp_perkPoints, exp_perks FROM players WHERE pid = '76561198130359436'
[16:06:19:092614 +02:00] [Thread 6408] extDB3: Error Unknown Protocol: 6648  Input String: 2:6648:SELECT exp_level, exp_total, exp_perkPoints, exp_perks FROM players WHERE pid = '76561198034676288'
[16:06:19:530801 +02:00] [Thread 6408] extDB3: Error Unknown Protocol: 6648  Input String: 2:6648:SELECT exp_level, exp_total, exp_perkPoints, exp_perks FROM players WHERE pid = '76561198264034747'
[16:06:20:289763 +02:00] [Thread 6408] extDB3: Error Unknown Protocol: 6648  Input String: 2:6648:SELECT exp_level, exp_total, exp_perkPoints, exp_perks FROM players WHERE pid = '76561198345690598'
[16:06:20:638789 +02:00] [Thread 6408] extDB3: Error Unknown Protocol: 6648  Input String: 2:6648:SELECT exp_level, exp_total, exp_perkPoints, exp_perks FROM players WHERE pid = '76561198293272857'
[16:06:20:836198 +02:00] [Thread 6408] extDB3: Error Unknown Protocol: 6648  Input String: 2:6648:SELECT exp_level, exp_total, exp_perkPoints, exp_perks FROM players WHERE pid = '76561198038314655'
[16:06:20:858256 +02:00] [Thread 6408] extDB3: Error Unknown Protocol: 6648  Input String: 2:6648:SELECT exp_level, exp_total, exp_perkPoints, exp_perks FROM players WHERE pid = '76561198144047491'
[16:06:21:436833 +02:00] [Thread 6408] extDB3: Error Unknown Protocol: 6648  Input String: 2:6648:SELECT exp_level, exp_total, exp_perkPoints, exp_perks FROM players WHERE pid = '76561198152382123'
[16:06:22:160748 +02:00] [Thread 6408] extDB3: Error Unknown Protocol: 6648  Input String: 2:6648:SELECT exp_level, exp_total, exp_perkPoints, exp_perks FROM players WHERE pid = '76561198059278111'
[16:06:22:422440 +02:00] [Thread 6408] extDB3: Error Unknown Protocol: 6648  Input String: 2:6648:SELECT exp_level, exp_total, exp_perkPoints, exp_perks FROM players WHERE pid = '76561198065123986'
[16:06:22:730281 +02:00] [Thread 6408] extDB3: Error Unknown Protocol: 6648  Input String: 2:6648:SELECT exp_level, exp_total, exp_perkPoints, exp_perks FROM players WHERE pid = '76561198147191571'
[16:06:22:774378 +02:00] [Thread 6408] extDB3: Error Unknown Protocol: 6648  Input String: 2:6648:SELECT exp_level, exp_total, exp_perkPoints, exp_perks FROM players WHERE pid = '76561198145771194'
[16:06:22:883703 +02:00] [Thread 6408] extDB3: Error Unknown Protocol: 6648  Input String: 2:6648:SELECT exp_level, exp_total, exp_perkPoints, exp_perks FROM players WHERE pid = '76561198134146035'
[16:06:23:442148 +02:00] [Thread 6408] extDB3: Error Unknown Protocol: 6648  Input String: 2:6648:SELECT exp_level, exp_total, exp_perkPoints, exp_perks FROM players WHERE pid = '76561198092419807'
[16:06:24:040691 +02:00] [Thread 6408] extDB3: Error Unknown Protocol: 6648  Input String: 2:6648:SELECT exp_level, exp_total, exp_perkPoints, exp_perks FROM players WHERE pid = '76561198130359436'
[16:06:24:282459 +02:00] [Thread 6408] extDB3: Error Unknown Protocol: 6648  Input String: 2:6648:SELECT exp_level, exp_total, exp_perkPoints, exp_perks FROM players WHERE pid = '76561198034676288'
[16:06:24:523029 +02:00] [Thread 6408] extDB3: Error Unknown Protocol: 6648  Input String: 2:6648:SELECT exp_level, exp_total, exp_perkPoints, exp_perks FROM players WHERE pid = '76561198264034747'
[16:06:25:286014 +02:00] [Thread 6408] extDB3: Error Unknown Protocol: 6648  Input String: 2:6648:SELECT exp_level, exp_total, exp_perkPoints, exp_perks FROM players WHERE pid = '76561198345690598'
[16:06:25:745284 +02:00] [Thread 6408] extDB3: Error Unknown Protocol: 6648  Input String: 2:6648:SELECT exp_level, exp_total, exp_perkPoints, exp_perks FROM players WHERE pid = '76561198144047491'
[16:06:25:877745 +02:00] [Thread 6408] extDB3: Error Unknown Protocol: 6648  Input String: 2:6648:SELECT exp_level, exp_total, exp_perkPoints, exp_perks FROM players WHERE pid = '76561198038314655'
[16:06:25:877880 +02:00] [Thread 6408] extDB3: Error Unknown Protocol: 6648  Input String: 2:6648:SELECT exp_level, exp_total, exp_perkPoints, exp_perks FROM players WHERE pid = '76561198293272857'
[16:06:26:489256 +02:00] [Thread 6408] extDB3: Error Unknown Protocol: 6648  Input String: 2:6648:SELECT exp_level, exp_total, exp_perkPoints, exp_perks FROM players WHERE pid = '76561198152382123'
[16:06:27:208159 +02:00] [Thread 6408] extDB3: Error Unknown Protocol: 6648  Input String: 2:6648:SELECT exp_level, exp_total, exp_perkPoints, exp_perks FROM players WHERE pid = '76561198059278111'
[16:06:27:467873 +02:00] [Thread 6408] extDB3: Error Unknown Protocol: 6648  Input String: 2:6648:SELECT exp_level, exp_total, exp_perkPoints, exp_perks FROM players WHERE pid = '76561198065123986'
[16:06:27:683545 +02:00] [Thread 6408] extDB3: Error Unknown Protocol: 6648  Input String: 2:6648:SELECT exp_level, exp_total, exp_perkPoints, exp_perks FROM players WHERE pid = '76561198147191571'
[16:06:27:790701 +02:00] [Thread 6408] extDB3: Error Unknown Protocol: 6648  Input String: 2:6648:SELECT exp_level, exp_total, exp_perkPoints, exp_perks FROM players WHERE pid = '76561198145771194'
[16:06:27:854842 +02:00] [Thread 6408] extDB3: Error Unknown Protocol: 6648  Input String: 2:6648:SELECT exp_level, exp_total, exp_perkPoints, exp_perks FROM players WHERE pid = '76561198134146035'
[16:06:28:332128 +02:00] [Thread 6408] extDB3: Error Unknown Protocol: 6648  Input String: 2:6648:SELECT exp_level, exp_total, exp_perkPoints, exp_perks FROM players WHERE pid = '76561198092419807'
[16:06:29:010928 +02:00] [Thread 6408] extDB3: Error Unknown Protocol: 6648  Input String: 2:6648:SELECT exp_level, exp_total, exp_perkPoints, exp_perks FROM players WHERE pid = '76561198130359436'
[16:06:29:293748 +02:00] [Thread 6408] extDB3: Error Unknown Protocol: 6648  Input String: 2:6648:SELECT exp_level, exp_total, exp_perkPoints, exp_perks FROM players WHERE pid = '76561198034676288'
[16:06:29:511327 +02:00] [Thread 6408] extDB3: Error Unknown Protocol: 6648  Input String: 2:6648:SELECT exp_level, exp_total, exp_perkPoints, exp_perks FROM players WHERE pid = '76561198264034747'
[16:06:30:297381 +02:00] [Thread 6408] extDB3: Error Unknown Protocol: 6648  Input String: 2:6648:SELECT exp_level, exp_total, exp_perkPoints, exp_perks FROM players WHERE pid = '76561198345690598'
[16:06:30:912038 +02:00] [Thread 6408] extDB3: Error Unknown Protocol: 6648  Input String: 2:6648:SELECT exp_level, exp_total, exp_perkPoints, exp_perks FROM players WHERE pid = '76561198038314655'
